dimension	value	count
result_projection	row-0252:helper:print_hpack_dynamic_table_cases:require_hpack_transition_header	1
result_projection	row-0253:helper:print_hpack_dynamic_table_cases:require_hpack_transition_header	1
result_projection	row-0254:helper:print_hpack_dynamic_table_cases:require_hpack_transition_header	1
result_projection	row-0255:helper:print_hpack_dynamic_table_cases:require_completed_header_list_decode	1
result_projection	row-0256:helper:print_hpack_dynamic_table_cases:require_hpack_transition_header	1
result_projection	row-0257:helper:print_hpack_dynamic_table_cases:require_hpack_transition_header	1
result_projection	row-0258:helper:print_hpack_dynamic_table_cases:require_hpack_fixture_failure	1
result_projection	row-0259:helper:print_hpack_dynamic_table_cases:require_hpack_state_table_size	1
result_projection	row-0260:helper:print_hpack_dynamic_table_cases:require_hpack_fixture_failure	1
result_projection	row-0261:helper:require_hpack_multiple_table_size_cases:require_completed_header_list_decode	1
result_projection	row-0262:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0263:helper:require_hpack_multiple_table_size_cases:require_completed_header_list_decode	1
result_projection	row-0264:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0265:helper:require_hpack_multiple_table_size_cases:require_completed_header_list_decode	1
result_projection	row-0266:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0267:helper:require_hpack_multiple_table_size_cases:require_hpack_state_dynamic_entry_count	1
result_projection	row-0268:helper:require_hpack_multiple_table_size_cases:require_completed_header_list_decode	1
result_projection	row-0269:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0270:helper:require_hpack_multiple_table_size_cases:require_hpack_state_dynamic_entry_count	1
result_projection	row-0271:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0272:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0273:helper:require_hpack_multiple_table_size_cases:require_hpack_state_dynamic_entry_count	1
result_projection	row-0274:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0275:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0276:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0277:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0278:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0279:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0280:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0281:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0282:helper:require_hpack_multiple_table_size_cases:require_completed_header_list_decode	1
result_projection	row-0283:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0284:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0285:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0286:helper:require_hpack_multiple_table_size_cases:require_failure_with_id	1
result_projection	row-0287:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0288:helper:require_hpack_multiple_table_size_cases:require_hpack_state_dynamic_entry_count	1
result_projection	row-0289:helper:require_hpack_multiple_table_size_cases:require_completed_header_list_decode	1
result_projection	row-0290:helper:require_hpack_multiple_table_size_cases:require_hpack_state_table_size	1
result_projection	row-0291:helper:require_hpack_multiple_table_size_cases:require_hpack_state_dynamic_entry_count	1
result_projection	row-0292:helper:print_hpack_table_size_cases:require_hpack_multiple_table_size_cases	1
result_projection	row-0293:helper:print_hpack_table_size_cases:require_hpack_fixture_failure	1
result_projection	row-0294:helper:print_hpack_table_size_cases:require_hpack_fixture_failure	1
result_projection	row-0295:helper:print_hpack_table_size_cases:require_hpack_fixture_failure	1
result_projection	row-0296:helper:print_hpack_table_size_cases:require_hpack_fixture_failure	1
result_projection	row-0297:helper:verify_headers_padding_cases:require_frame_decoded	1
result_projection	row-0298:helper:verify_headers_padding_cases:require_header_block_bytes	1
result_projection	row-0299:helper:verify_headers_padding_cases:require_frame_decoded	1
result_projection	row-0300:helper:verify_headers_padding_cases:require_header_block_bytes	1
result_projection	row-0301:helper:verify_headers_padding_cases:require_equal_int	1
result_projection	row-0302:helper:verify_headers_padding_cases:require_failure_with_id	1
result_projection	row-0303:helper:verify_headers_padding_cases:require_headers_padding_rejection_preserves_state	1
result_projection	row-0304:helper:verify_headers_padding_cases:require_equal_int	1
result_projection	row-0305:helper:verify_headers_padding_cases:require_frame_decoded	1
result_projection	row-0306:helper:verify_headers_padding_cases:require_header_block_bytes	1
result_projection	row-0307:helper:verify_headers_padding_cases:require_frame_decoded	1
result_projection	row-0308:helper:verify_headers_padding_cases:require_header_block_bytes	1
result_projection	row-0309:helper:verify_headers_padding_cases:require_equal_int	1
result_projection	row-0310:helper:verify_headers_padding_cases:require_failure_with_id	1
result_projection	row-0311:helper:verify_headers_padding_cases:require_headers_padding_rejection_preserves_state	1
result_projection	row-0312:helper:verify_headers_padding_cases:require_failure_with_id	1
result_projection	row-0313:helper:verify_headers_padding_cases:require_headers_padding_rejection_preserves_state	1
result_projection	row-0314:helper:verify_headers_padding_cases:require_failure_with_id	1
result_projection	row-0315:helper:verify_headers_padding_cases:require_headers_padding_rejection_preserves_state	1
result_projection	row-0316:helper:require_headers_padding_rejection_preserves_state:require_client_push_ordering_rejection_preserves_state	1
result_projection	row-0317:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0318:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0319:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0320:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0321:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0322:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0323:helper:verify_outbound_multi_stream_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0324:helper:verify_outbound_multi_stream_flow_control:require_outbound_data_rejected	1
result_projection	row-0325:helper:verify_outbound_multi_stream_flow_control:require_outbound_data_rejected	1
result_projection	row-0326:helper:verify_duplicate_settings_flow_control:require_outbound_data_rejected	1
result_projection	row-0327:helper:verify_duplicate_settings_flow_control:require_outbound_data_rejected	1
result_projection	row-0328:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0329:helper:verify_initial_window_overflow_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0330:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0331:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0332:helper:verify_initial_window_overflow_flow_control:require_outbound_credit_update_rejected	1
result_projection	row-0333:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0334:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0335:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0336:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0337:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0338:helper:verify_initial_window_overflow_flow_control:require_equal_int	1
result_projection	row-0339:helper:verify_initial_window_overflow_flow_control:require_outbound_data_rejected	1
result_projection	row-0340:helper:print_outbound_push_promise_dynamic_name_indexed_cases:require_outbound_push_promise_hpack_transition	1
result_projection	row-0341:helper:print_outbound_push_promise_dynamic_name_indexed_cases:require_outbound_push_promise_hpack_transition	1
result_projection	row-0342:helper:print_outbound_push_promise_dynamic_name_indexed_cases:require_outbound_push_promise_hpack_transition	1
result_projection	row-0343:helper:print_outbound_push_promise_static_accept_encoding_case:require_outbound_push_promise_from_list	1
